"pos_0","pos_1","node","station","inflow_1","inflow_2","inflow_3","inflow_4","inflow_5","inflow_6","inflow_7","inflow_8","inflow_9","inflow_10","inflow_11","inflow_12","inflow_13","inflow_14","inflow_15","inflow_16","inflow_17","inflow_18","inflow_19","inflow_20",
568543,6502437,803,"ÅBY",0,0,32126830,2557615,-41,0,0,-1385823,-594576,-19374398,-687682,0,0,-5825923,0,0,0,-72078,6213879,-82075,
565308,6496625,804,"FI",15665022,0,214435501,907884,111,-17805399,-1454713,0,331111,18403761,-33889,0,142917,3170563,0,0,0,-84279,0,-13894,
556408,6488824,805,"KMS",22208138,0,0,0,347,-14148132,0,1883104,1188843,0,-1593741,-2861841,0,0,0,0,0,165682,0,0,
556637,6485560,806,"NH",-39763012,0,0,0,-30,0,-61296,-1681659,-312306,-3331981,145082,3361604,222507,5270578,0,-5896584,0,0,32413083,9838,
553325,6482344,807,"GI",-6609106,0,0,-278497,0,0,-2088262,603292,-2064890,0,145407,1344426,58484,3397374,0,-1776550,0,0,-13458835,9986,
545842,6477552,808,"LGM",0,0,0,361532,0,10656662,0,-1057189,182563,0,7206,1635994,-251522,0,0,-2173160,0,0,58732357,0,
525319,6471487,809,"VSD",0,0,0,0,0,0,0,-5244327,-1233149,0,0,7937575,-215512,-9258843,0,0,0,-75381,-15715076,-9496,
516867,6467490,810,"MT",0,0,0,0,0,-14400306,0,-1621435,-1070209,0,32527,-5728500,-158604,0,0,-6643460,0,142241,-8810615,-78171,
492242,6542463,811,"VT",0,0,151089020,-2571232,239,-18436510,0,0,1099994,0,0,-3328849,0,-4431867,0,0,0,0,0,131621,
486737,6541344,812,"LLN",20173910,0,287186465,0,20,-19124375,-18418594,0,-2183949,0,-394307,-3141338,0,-5402715,0,-17813531,0,-383544,66191915,37604,
477851,6538882,813,"LÅ",35886598,0,0,0,120,0,0,0,0,0,-886746,0,0,-2299967,0,0,0,625260,0,60678,
467926,6531967,814,"FA",8489368,0,0,0,-130,0,0,-33102285,1468953,0,401987,0,0,-215963,0,0,0,433207,61118383,44844,
461584,6526005,815,"GDÖ",0,0,61876044,-2670591,57,-6292557,5082641,1244287,0,0,-363071,-4498101,0,7241618,0,2906138,0,-268616,-56862684,-70953,
456991,6519527,816,"ÄL",13686820,0,0,-2721577,-65,32521544,0,14578427,-4454870,-36309962,-159108,2501659,-721537,-2433740,0,-18773681,0,-266996,66975565,-75941,
453776,6514095,817,"SLE",12614403,0,0,0,42,-24275939,9729549,3991795,-1292489,34502314,-20679,9961503,38053,0,0,-25618409,0,83142,-29599384,-64926,
449426,6507486,818,"T",0,0,-110060692,0,0,-30315757,-5088185,6990108,-3072983,0,-154577,-6172697,22493,0,0,0,0,0,-81869115,-116595,
444231,6496706,819,"MH",-54984066,0,0,0,-36,34586995,0,5593149,796169,0,-260383,0,45962,-637933,0,0,0,0,0,51178,
439371,6486125,820,"VÄ",-10574677,0,98826300,0,13,0,0,-10808646,-1086623,0,180217,6842997,84248,-2618991,0,0,0,0,-56686559,66852,
432874,6472597,821,"SK",14527391,0,-256699448,0,0,0,7909721,2593820,-3051011,0,237647,5012211,59008,-3179394,0,13043464,0,-301313,230682402,54231,
429131,6464644,822,"RMTP",27776401,0,-138139362,-3697825,0,-11303555,0,5147816,802643,28970328,175038,0,-719351,0,0,0,0,0,-92220387,83433,
424489,6459817,823,"SS",21275807,0,0,0,-20,-46036383,0,3604166,4418310,36422171,-125951,0,-500150,0,0,0,0,0,0,-78110,
414834,6449191,824,"F",27168676,0,374406144,0,-140,18203227,6495696,0,-3551351,0,594213,0,657992,-5125080,0,0,0,-197657,-213959071,-41826,
503515,6539851,825,"Å",0,0,0,1087866,-185,30677334,0,0,-1129326,-15972318,0,-4286209,244224,1461086,0,0,0,-116094,25077380,68125,
502920,6531363,826,"RH",0,0,0,-3462292,31,-7270535,-6324168,-19851789,-4205642,24102907,530944,0,75436,0,0,0,0,351432,0,-28552,
509349,6523681,827,"MDM",0,0,-73207502,0,10,6127286,5988509,-33959123,-218007,0,0,-8641550,0,-4755838,0,12031575,0,-87918,0,0,
509340,6516915,828,"JHO",0,0,0,168098,-72,0,5452320,0,0,24292056,21657,0,3101,-9408311,0,0,0,82487,-34874713,0,
509559,6511704,829,"GO",0,0,0,95090,16,-7657618,17501049,0,243496,-16209633,0,0,95475,0,0,0,0,0,15049460,-18166,
508797,6506825,830,"D",33107971,0,0,0,0,0,0,-9091540,1080714,0,139374,1847548,147783,0,0,0,0,202278,27794821,109796,
507034,6497910,831,"ÖNA",0,0,0,157308,-34,0,2538899,3669995,1438705,0,-74481,651923,40123,6209646,0,-5135894,0,-203245,2387815,-40056,
502805,6488556,832,"MOT",-11308601,0,0,0,33,0,-3932258,5443838,-1552844,-7844519,9843,675299,0,0,0,0,0,0,0,0,
502298,6479775,833,"FGL",13632495,0,0,0,0,2135469,0,0,0,0,0,0,0,-8139585,0,0,0,0,-3447413,0,
505409,6472429,834,"SKN",0,0,144478998,450128,189,-11431495,0,3893183,0,27311071,-63081,1608524,54474,0,0,13724252,0,-203020,-41052972,0,
508068,6554263,835,"KLA",-41128511,0,0,0,223,0,7619862,38005266,2066739,-36194715,0,0,0,10270883,0,0,0,0,-115213338,0,
509290,6562086,836,"MS",29105836,0,0,0,0,0,9513650,0,1516438,-39729388,-816657,-15218337,0,-29622544,0,25729953,0,0,48888576,0,
512437,6578948,837,"HSA",0,0,-200259420,-2066042,0,0,0,-9625110,1138988,18887069,-536519,26576189,359731,10249211,0,0,0,0,-69537098,0,
514052,6586511,838,"ER",64716378,0,267300668,0,160,-34681272,14572681,2241388,-12465577,-19890660,-313852,-24101246,-1908069,32869394,0,-12573007,0,0,166576935,64125,
520611,6592180,839,"FV",0,0,0,0,170,-108791318,15474563,15607063,0,-77021057,-1424859,-45597831,256949,-23610718,0,11401147,0,2263136,-200532583,-141407,
512022,6571051,840,"ÖR",96669430,0,0,1551810,-92,96668923,-23151742,0,-1565416,0,0,-8725760,138937,-12698642,0,0,0,-124749,200929686,-85850,
440282,6473442,841,"IP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
451372,6476314,842,"TBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459041,6481174,843,"FGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
466007,6483807,844,"MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
471456,6487800,845,"KBG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
454721,6524147,846,"HOVA",0,0,-78884938,0,23,0,-4293254,1475150,292414,0,0,0,0,-1618994,0,0,0,0,0,0,
448068,6521056,847,"TVD",-19310401,0,0,0,-7,-12355218,0,-1414386,0,0,0,0,0,-1572070,0,-3456077,0,-80135,0,15154,
445493,6518716,848,"LYD",0,0,0,0,18,12355218,0,-3710388,563572,0,0,0,0,0,0,0,0,31562,0,-45900,
438635,6512722,849,"HSR",3737260,0,14565324,0,0,0,0,0,0,0,0,0,0,0,0,3456077,0,0,0,30746,
431970,6508497,850,"MST",0,0,27350307,0,-7,0,0,0,-1187351,0,0,0,0,2155490,0,0,0,39283,0,0,
424657,6501175,851,"LNÅ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419219,6499252,852,"ÄSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
416388,6500207,853,"ÖÄG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
412399,6498511,854,"FHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
409015,6499922,855,"HLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405688,6497835,856,"RBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403978,6496119,857,"TRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
402233,6490072,858,"BMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401065,6486806,859,"KLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397829,6484951,860,"FIÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393078,6486328,861,"LKP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
385964,6479380,862,"LVE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381287,6472696,863,"JPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378521,6466869,864,"STLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552942,6493105,865,"SBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544931,6507709,866,"FG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
448442,6538763,867,"GSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515100,6554200,868,"NKP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321168,6400299,869,"GRO",0,0,-204628924,1207910,133,-35789130,0,0,0,38737208,192358,2780603,-37197,-5016431,0,0,0,289470,0,0,
320324,6402352,870,"GK",0,0,83244640,6266072,0,391182043,0,18917659,-1618160,-16389538,1694887,0,0,-14346329,0,0,0,536463,-391137013,96384,
321386,6397481,871,"AM",-6289337,0,78394021,0,-78,0,0,-6234862,1529598,1238485,-354124,0,113396,3939627,0,2291135,0,0,-117043261,0,
327535,6403532,872,"P",0,0,74209250,802766,31,0,14768617,8998263,0,10426815,0,5422709,0,9815123,0,0,0,-171411,86775095,62525,
325349,6402755,873,"SEL",10432175,0,144349492,351173,240,-39041353,-8029524,0,0,0,179756,0,0,18065502,0,11484790,0,-318489,-116472893,-247150,
322457,6401971,874,"GSV",-79904089,0,-318423147,-9495571,85,0,0,8993757,0,0,5359098,-24336652,0,0,0,0,0,303624,0,0,
321245,6401322,875,"OR",0,0,859598853,7672716,0,-185154428,0,4555392,0,27001451,-2190666,0,337433,34788568,0,0,0,1327044,319732517,0,
320850,6401250,876,"GB",0,0,-8542339,0,-828,0,-700163,0,0,0,-684423,0,0,0,0,0,0,30709,0,0,
319716,6400328,877,"G",0,0,0,0,0,5050952,0,-1744505,0,0,0,-2052034,-168978,0,0,0,0,0,0,-15174,
321696,6403195,878,"GBM",0,0,0,1957318,0,0,1061002,0,0,71761692,0,0,0,549379,0,0,0,118194,0,0,
324125,6402500,879,"SÄR",29021920,0,0,0,126,-183684678,-9725960,0,0,-46517199,-3899333,21253022,0,-28660612,0,-16826182,0,0,432486600,66466,
315217,6399488,880,"PÖB",0,0,0,-2777003,38,-12445844,9298845,0,39221,-9380582,0,0,-212123,-3506253,0,4075396,0,0,0,11257,
312839,6399576,881,"GSH",0,0,36710684,0,829,96686617,0,0,648173,-1957037,0,0,262313,-3452127,0,-8618067,0,-1162868,-393947771,-14978,
401807,6445371,882,"FBY",-7111305,0,-220089189,650394,-38,-10998651,-4966248,-19774382,-3430543,0,252490,0,132668,0,0,0,0,-524328,0,0,
393573,6442898,883,"KÄ",3225131,0,0,-2332396,-121,-17155131,-5296349,0,2198785,-24577568,-192819,0,0,-4707231,0,0,0,0,31008303,42771,
383288,6439223,884,"HR",-24177897,0,158969191,1471240,-17,0,7201477,0,-2429978,0,120728,0,402444,-6735979,0,0,0,-309352,30767646,-113980,
370633,6434276,885,"VGÅ",0,0,0,1592997,-66,35911984,3602404,10556908,0,0,0,0,96666,-4406323,0,0,0,0,0,39336,
361175,6429802,886,"AGG",42502479,0,272316211,0,0,0,-6547347,0,1455858,-11128392,-669489,0,70375,-12701563,0,0,0,207309,-21334616,-85446,
353852,6423240,887,"A",0,0,0,2941282,0,0,-4865085,15484054,0,60434384,324050,2928509,0,0,0,-22596267,0,0,0,0,
351089,6420094,888,"BGS",0,0,0,1979958,21,-9190772,-20504704,0,-3848627,-33564953,159886,0,554123,-3855851,0,0,0,-521655,-65832063,71018,
350250,6418989,889,"VBD",-24718872,0,0,0,-77,0,0,0,-2344058,0,-89572,4847507,0,0,0,-4397185,0,0,80173619,-70978,
348049,6416149,890,"NS",-24154616,0,-421124962,2569410,0,0,19138827,0,886620,48509968,352294,-14262155,0,-5635929,0,0,0,395544,-39289931,137489,
347742,6415876,891,"NDV",-13484180,0,-386945894,827591,-106,58163370,-6769737,8443355,-1406465,0,159089,0,0,-12545923,0,0,0,0,0,-79877,
343238,6410613,892,"FD",3818817,0,-148018608,0,-69,-11089654,-9120146,-13633603,0,0,91720,0,0,-6275809,0,0,0,310780,0,-113080,
340374,6408690,893,"SN",0,0,-197174651,2338666,159,-14884030,8934257,3398466,2356182,0,0,11686569,197331,-3025467,0,0,0,676293,-89980952,-74776,
337789,6406304,894,"LR",6355729,0,0,1042037,-112,0,0,-20565672,3860952,-33448677,-216200,0,-383374,14100973,0,0,0,0,90537916,97436,
336906,6405568,895,"ASD",-14474018,0,0,-1998902,36,0,-6845929,-10086545,0,-14925825,114759,0,0,0,0,0,0,210866,61222263,142920,
335801,6404715,896,"APN",13105766,0,0,0,0,0,-8979797,1966675,2206517,-16675071,0,2156597,287122,0,0,22437867,0,0,0,-75085,
332911,6404476,897,"J",-944352,0,313174438,-2099242,-40,13112818,-2721927,0,-2431704,95491379,0,0,272855,12537822,0,0,0,-313959,0,0,
331801,6404370,898,"JV",0,0,0,0,96,-47995123,-6667431,3509254,9641292,0,169664,-12129882,174589,7089408,0,23293376,0,397979,0,0,
306246,6485246,899,"MKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300842,6492745,900,"DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
298578,6498487,901,"HLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295006,6502030,902,"RBH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
285477,6514089,903,"TNU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283547,6523700,904,"KGS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284227,6528662,905,"ÖVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284841,6537538,906,"SKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279823,6539287,907,"SMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297455,6485099,908,"HAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294524,6476632,909,"BSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294717,6470098,910,"LYE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291331,6464930,911,"LYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319667,6448919,912,"SVG",0,0,12669876,0,15,0,0,578443,-92858,0,0,286854,0,0,0,0,0,-26117,0,0,
319184,6457866,913,"LJ",0,0,0,0,-4,-5238414,0,339331,-36713,0,0,0,36048,0,0,0,0,0,0,0,
321230,6471776,914,"UÖ",0,0,0,0,0,-711101,836349,129502,0,0,0,-525065,0,78488,0,0,0,10371,0,0,
316531,6411094,915,"SVE",0,0,-15367196,0,-6,0,0,0,0,0,527115,-575753,0,31274,0,0,0,0,39939689,0,
317132,6417547,916,"YB",0,0,-305294952,0,-21,-633492,0,-2023848,10648,1181233,-1312108,0,0,-35245,0,-449817,0,0,0,0,
313613,6426870,917,"KDE",0,0,26697231,0,17,0,0,960708,0,1714775,0,0,0,0,0,0,0,0,0,-152602,
313104,6435169,918,"STH",0,0,5138372,0,0,1191700,0,0,0,-894709,0,658340,-80360,48375,0,0,0,-225069,-36208750,91401,
312732,6441211,919,"SNU",0,0,0,0,0,-2563064,-664556,0,0,0,449550,429320,0,0,0,0,0,-220658,22263509,0,
322040,6395151,920,"MDN",15017739,0,0,0,0,12961109,0,2331492,0,0,106857,1506098,0,-401686,0,0,0,-210236,0,-86078,
323570,6389743,921,"KRD",0,0,0,226671,-35,3731383,0,0,1925440,-6269373,0,1270041,0,-7439713,0,753444,0,-146061,10034731,-187299,
325322,6385270,922,"LDO",21402423,0,-213737422,0,-141,6726018,0,13889149,1855467,0,-216039,0,72301,0,0,0,0,140771,25025680,0,
326462,6381052,923,"AG",40296591,0,0,0,-23,-8235834,-6254073,0,253524,0,-157715,-7700835,0,2410734,0,0,0,0,0,0,
326131,6379945,924,"LGD",-21793580,0,0,0,0,0,-8647907,-2691980,-197443,-46142365,0,2565867,0,13523591,0,0,0,154025,12193417,25561,
325363,6378367,925,"KHE",-5613380,0,0,-5273426,-56,0,0,7458127,38998,0,98543,0,0,-4696885,0,0,0,205029,0,0,
324976,6375640,926,"KB",0,0,-67356767,632600,-52,0,8145316,-8126473,-2288000,0,-49260,1966527,0,612003,0,-937676,0,83292,0,243764,
328890,6365992,927,"LEK",0,0,-114509444,85278,86,0,-3002174,6028761,1233971,22994463,0,0,0,-8270116,0,0,0,0,0,-5673,
329558,6356401,928,"FÅ",7510161,0,-89392875,0,0,0,1841831,0,-353432,-14676063,653837,2115264,31438,0,0,0,0,0,0,0,
330787,6347432,929,"VRÖ",0,0,0,0,63,0,53187190,0,1383387,0,-274553,0,-2154826,26534698,0,3275040,0,113459,29651245,-10048,
333348,6332926,930,"VB",0,0,189113141,0,0,0,-32147199,0,0,0,-171401,0,2462903,-21892951,0,0,0,396927,55200259,0,
336988,6329401,931,"HAA",0,0,0,-2319868,0,-22018366,-1886843,1791200,597575,0,-698233,0,-107569,-2569893,0,0,0,-462662,-56178800,0,
341654,6322625,932,"TYE",0,0,260928456,1604309,0,-9980581,-11244014,-9007728,1781026,0,0,0,0,3791166,0,-965815,0,-440443,14744860,17064,
345246,6314599,933,"TEO",2284486,0,0,0,-35,-12823538,0,0,594516,0,0,2586224,90921,-2515217,0,0,0,179403,142927,99013,
348353,6311189,934,"FABP",-20965714,0,0,1132633,-25,-10774928,-939670,-7380267,2579162,0,97158,0,91476,0,0,2043552,0,202417,26913089,16425,
356437,6305761,935,"HE",7815468,0,-137859194,0,-54,-16193004,5241732,-6770213,180664,0,-95356,2330285,0,3342314,0,0,0,0,11043198,104046,
361218,6296104,936,"BP",0,0,0,0,-16,20181633,0,10164478,0,10984492,29783,0,-94883,0,0,5336463,0,79764,0,0,
369073,6291561,937,"BTP",0,0,0,821567,32,33439282,-1179813,0,-4730277,0,588980,-713267,-152429,-2774033,0,-2944806,0,0,0,0,
377065,6273638,938,"EA",-4626454,0,228379197,0,-44,0,8558629,-2831305,85720,0,-42805,0,183837,0,0,0,0,0,-32649051,37708,
376859,6263823,939,"LAOV",-2489038,0,0,0,-24,9966144,-911693,0,0,0,0,-1709177,-33484,-405527,0,0,0,57606,-15922891,51434,
370810,6256004,940,"BÅN",0,0,-2067446,-476756,-16,0,-1268095,0,345319,0,-74203,-1531511,0,0,0,911030,0,0,0,0,
368547,6255419,941,"BÅSÖ",0,0,0,545924,0,-16375372,-975740,-491692,-5053571,0,325768,897195,0,0,0,-1083356,0,0,-16461169,44319,
363171,6251823,942,"GVE",2710007,0,0,124850,29,0,0,-183974,598834,0,0,-1542539,13068,314292,0,5833303,0,37526,0,-30622,
364860,6243399,943,"VBT",-13376429,0,0,-376442,15,0,0,-2114263,-531293,-1353260,0,1891647,0,6269571,0,-3141888,0,-15758,3462840,0,
366989,6235616,944,"Ä",230633,0,0,0,0,0,0,137202,0,-4535791,-97455,0,5424,-1569011,0,0,0,-186318,0,0,
346989,6309248,945,"FABG",0,0,0,0,0,0,0,6167918,0,0,430569,0,0,0,0,0,0,-127360,0,0,
370661,6284282,946,"FUR",6962645,0,-114687405,0,385,0,0,-4589015,470161,0,0,0,-134498,-1157258,0,0,0,-134298,13071588,0,
369157,6282646,947,"HD",0,0,0,904140,-260,-64397165,1185744,-4645298,787856,-7529236,244120,0,0,0,0,15395641,0,-59896,0,-221256,
372066,6279096,948,"KST",13050119,0,-66282448,492320,41,0,-3163834,-1397363,0,0,-535980,-10583174,0,-2265269,0,-1518107,0,169146,11384629,-15548,
404670,6597465,949,"KIL",0,0,78468730,1575277,0,37378216,-4205587,0,1853458,0,97942,0,-94787,-3048211,0,0,0,0,-103334790,25018,
399185,6599283,950,"FGÅ",-9001839,0,0,815766,30,-11650422,0,-1761052,-2202806,-696670,-148609,0,169699,4855002,0,0,0,27468,0,-27219,
393749,6602142,951,"LEN",-46998971,0,0,601529,89,17138851,0,0,245915,0,30849,-2080856,0,1081627,0,0,0,60707,3626136,0,
389860,6603750,952,"HBD",-8621740,0,0,1075117,0,-24483763,-1060716,8897659,-492329,-777117,109952,-718125,18052,502798,0,-13961650,0,0,-28364318,0,
384989,6610594,953,"BUK",0,0,0,0,18,74650996,1774863,0,-514177,0,57773,8459818,-134889,2977614,0,0,0,230879,40171702,0,
384175,6611150,954,"BU",23153829,0,0,0,22,14153498,-1181958,-2787828,0,0,-230979,0,-706,-494140,0,0,0,0,-24116570,0,
381917,6611561,955,"GUY",32154706,0,0,456784,0,-53799979,-2604090,0,882509,73690,0,6011035,0,-605446,0,329258,0,33368,0,31599,
377579,6611852,956,"EN",0,0,0,-1302823,-33,-26354201,-982747,645610,25494,0,0,0,0,0,0,0,0,128991,0,25612,
364238,6615302,957,"AR",-41211138,0,0,-897903,-21,19614904,0,941398,0,0,0,-7993182,1812,0,0,5224668,0,0,0,12515,
357148,6620509,958,"OT",0,0,0,-375205,-1,0,-2619689,0,308065,7414614,113544,0,-1121,-614914,0,0,0,0,0,10706,
352103,6628557,959,"ÅT",82124536,0,0,0,0,-15612980,-9581,1033977,188509,-11206727,-124761,-1388498,25319,658450,0,0,0,0,-5095775,0,
352165,6635038,960,"LRT",-27718870,0,0,-632538,0,37764869,1220481,0,-205828,13294891,0,0,0,-427959,0,5690645,0,-731,0,-8376,
351155,6638508,961,"ÅS",0,0,-217189698,532691,0,14376573,5245690,-1316714,168144,0,0,-4658347,17888,-1625089,0,9876875,0,-410926,36699504,-46058,
348856,6641478,962,"CG",43756144,0,-12267354,-205256,0,-20992154,0,0,0,0,28451,-1551736,-1157,-778688,0,0,0,-228183,2840138,8794,
345957,6647028,963,"CGGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328790,6427299,964,"ÄN",16395596,0,85548274,-2057717,0,0,10722335,-5297802,0,-6623685,-455798,0,-11607,5120567,0,-8000879,0,-285580,0,0,
325890,6423327,965,"NOL",-41984805,0,0,0,118,0,-4876653,0,1286778,0,-235803,0,-241052,4672511,0,6001487,0,0,-2173627,-15241,
324721,6420568,966,"NÖE",0,0,-546249289,-542440,62,641830,0,0,-2527158,-89134369,0,0,324402,-702757,0,-4832494,0,0,26236474,13171,
323196,6417465,967,"BHS",-48946576,0,267105316,-1120698,0,-18211912,-9316831,13071271,0,0,-215886,1467053,0,-4126628,0,2336359,0,0,0,141808,
322638,6413130,968,"SUE",20807381,0,0,-1515388,-40,0,15639710,0,259189,0,0,0,-217162,-11559572,0,0,0,-144126,-50431411,5357,
322050,6408268,969,"AGB",29271524,0,0,-2593602,126,0,7890030,0,0,0,0,0,55375,8673895,0,1737562,0,78664,52709910,-98350,
340418,6471668,970,"ÖX",-54040181,0,-134963907,0,98,-13070672,0,6785818,-1848220,11897762,-137917,6434508,51483,0,0,0,0,0,19889621,-55569,
341647,6463908,971,"THN",-8584521,0,0,0,140,11836580,-9564143,0,-2516414,0,265419,2931457,38378,-3613799,0,0,0,351580,2874123,-23934,
342903,6456115,972,"VEAS",0,0,0,0,103,0,0,3502826,980004,22456696,114725,0,0,9325369,0,1761917,0,0,-38622325,7509,
341187,6446100,973,"VPM",18227888,0,0,0,-101,-4080220,0,2815002,812830,0,-185534,0,0,-6892984,0,0,0,130634,23304574,0,
337377,6439683,974,"TBN",-17682955,0,139072484,1098053,137,0,0,-1446063,0,0,-284429,0,-121208,-1839842,0,0,0,20985,-27938555,-29442,
332074,6433451,975,"ALH",0,0,0,0,-133,18211912,5659078,3613100,1918438,5838654,45255,0,0,0,0,0,0,0,-38200791,3488,
346820,6511170,976,"DRT",-8380392,0,0,-699828,-21,0,1796783,0,0,0,-66894,1407437,0,0,0,0,0,-107466,42949565,0,
335901,6521746,977,"BÄF",0,0,0,-335744,-41,0,0,0,0,0,88473,790919,0,0,0,-14770,0,-80868,0,0,
323384,6534469,978,"ED",0,0,0,0,-18,0,0,-4099204,-3740416,0,0,-2456696,0,0,0,0,0,0,0,0,
313744,6534426,979,"MON",0,0,-12359162,274943,-99,0,0,0,402371,0,0,885859,-426670,0,0,5343011,0,-58804,0,0,
308367,6537560,980,"KO",0,0,0,80554,-18,0,0,-6646465,899784,0,110701,-1763727,0,0,0,0,0,0,-1823171,0,
347985,6503166,981,"RÅS",0,0,139714379,478982,0,0,1072666,0,474289,0,0,0,172546,-1637351,0,-1561003,0,0,-1675018,0,
348550,6499243,982,"SKBL",0,0,0,-332597,-66,0,0,0,0,-23283543,-861303,0,24427,2174793,0,0,0,71740,-41745262,13854,
398620,6589939,983,"EL",14126376,0,0,607902,-32,-4228196,0,0,303261,0,-408124,5945890,310716,-835092,0,0,0,-239449,0,19181,
397645,6585861,984,"VÅB",0,0,148815424,0,-26,-3657288,0,0,1561978,38693454,0,0,0,-1495747,0,0,0,0,4315789,33896,
392752,6580879,985,"GMS",0,0,0,-1400620,232,0,8449997,0,190997,13230456,-224858,0,57158,7788431,0,12583721,0,343175,0,-48363,
388215,6572289,986,"SGM",0,0,0,609252,0,0,-11170302,-3422106,0,-20478521,-153038,0,0,-899160,0,-987419,0,0,-4238508,0,
386518,6562380,987,"VDB",0,0,0,0,0,0,-1269529,1771166,12152,-206424,0,0,0,-833160,0,-734541,0,0,15340236,0,
381114,6557339,988,"BYÄ",0,0,58136081,-944403,-36,-10642899,145806,0,-721229,-3141702,0,0,215432,2980000,0,0,0,38501,-384127,2882,
380755,6556651,989,"SFL",-12200706,0,-96333582,132041,-206,1650193,0,-2089720,103870,0,0,0,0,-936318,0,-7087578,0,0,0,4296,
367959,6547498,990,"ÅL",15866732,0,0,139047,-30,0,0,-547261,-612763,0,148184,0,0,0,0,707153,0,17663,11550224,5397,
364511,6539251,991,"TÖE",0,0,-7273250,1271659,0,8729049,0,-9166130,-33933,0,60840,0,263360,1673219,0,0,0,0,0,0,
359853,6528928,992,"ÅNM",0,0,-117367850,0,0,0,0,0,31758,0,0,-1108933,-23478,2291404,0,158682,0,12193,1668132,51406,
355839,6516952,993,"KPM",11076128,0,0,-518951,40,0,0,-3666264,24886,0,0,0,0,-6501332,0,3684296,0,57534,0,48391,
353111,6509629,994,"ML",0,0,0,0,-35,0,-5222842,3251081,-643157,0,998187,-5801767,0,2036241,0,1213902,0,0,0,42908,
349671,6501915,995,"ERK",0,0,0,1423290,-19,-1421762,0,-7423039,1752287,0,34584,-133680,192066,6724464,0,387048,0,195970,-12815153,-30774,
345779,6494109,996,"BRL",41892754,0,274917503,2488055,24,0,0,-168395,-584184,0,31497,-1962803,86196,-785436,0,0,0,144300,-10415063,0,
341455,6486949,997,"FDF",0,0,0,1363151,6,0,-5300376,0,5061748,3375838,0,4935082,0,0,0,0,0,-244589,-38357814,-35601,
341178,6479627,998,"BJH",0,0,-104200142,0,0,0,0,0,733767,0,111958,-6780558,113054,-5552124,0,1583936,0,0,34713144,35840,
